Sample,Timestamp,Elapsed_s,X_m,Y_m,Heading_deg,Command_X,Command_Y,Command_Z,Motion,LocalizationValid
15,09:34:42,3.985000000044238,0.30634982457889554,-0.09154366306691235,7.590000152587891,0.0,0.25,0.0,FORWARD,True
16,09:34:42,4.188000000023749,0.3274028350306006,-0.09531460520552748,7.569999694824219,0.0,0.25,0.0,FORWARD,True
17,09:34:42,4.39100000000326,0.34486810325491346,-0.09352686494328824,7.470001220703125,0.0,0.25,0.0,FORWARD,True
18,09:34:42,4.594000000040978,0.3533373931098314,-0.09030305793298288,7.3899993896484375,0.0,0.25,0.0,FORWARD,True
19,09:34:43,4.797000000020489,0.38123025391014753,-0.09846596707559892,7.370000839233398,0.0,0.25,0.0,FORWARD,True
20,09:34:43,5.0,0.39522815711154846,-0.09774685320812489,7.409999847412109,0.0,0.25,0.0,FORWARD,True
21,09:34:43,5.204000000027008,0.41439309812631586,-0.1158292563397924,7.409999847412109,0.0,0.25,0.0,FORWARD,True
22,09:34:43,5.422000000020489,0.4397488414637171,-0.1275017755160221,7.55000114440918,0.0,0.25,0.0,FORWARD,True
23,09:34:43,5.625,0.4485580138221767,-0.12761994735894724,7.3600006103515625,0.0,0.25,0.0,FORWARD,True
24,09:34:44,5.829000000027008,0.4794391272328611,-0.13024219118041266,7.340000152587891,0.0,0.25,0.0,FORWARD,True
25,09:34:44,6.032000000006519,0.4986580458918171,-0.13826013767323286,7.340000152587891,0.0,0.25,0.0,FORWARD,True
26,09:34:44,6.235000000044238,0.5049098260726759,-0.1468896217106084,7.270000457763672,0.0,0.25,0.0,FORWARD,True
27,09:34:44,6.438000000023749,0.5274105585797589,-0.1629999755955242,7.25,0.0,0.25,0.0,FORWARD,True
28,09:34:44,6.64100000000326,0.5493682434165346,-0.1693054185374322,7.270000457763672,0.0,0.25,0.0,FORWARD,True
29,09:34:45,6.860000000044238,0.5904795557839081,-0.1593890354573861,7.30000114440918,0.0,0.25,0.0,FORWARD,True
30,09:34:45,7.063000000023749,0.6128383521789379,-0.16329425385964222,7.329999923706055,0.0,0.25,0.0,FORWARD,True
31,09:34:45,7.26600000000326,0.6303904765034731,-0.17679458022170413,7.280000686645508,0.0,0.25,0.0,FORWARD,True
32,09:34:45,7.469000000040978,0.6480581506599986,-0.17772454264041734,7.3600006103515625,0.0,0.25,0.0,FORWARD,True
33,09:34:45,7.672000000020489,0.6759481933106649,-0.17760479528514242,7.239999771118164,0.0,0.25,0.0,FORWARD,True
34,09:34:46,7.875,0.6938379403165366,-0.17710034293512816,7.190000534057617,0.0,0.25,0.0,FORWARD,True
35,09:34:46,8.079000000027008,0.723392628147829,-0.17085792164490005,7.280000686645508,0.0,0.25,0.0,FORWARD,True
36,09:34:46,8.28200000000652,0.7584726113560963,-0.18429076935992453,7.239999771118164,0.0,0.25,0.0,FORWARD,True
